name,color,region,link,party,marker,factor_1,factor_2
Jacob Panton,#254264,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/536-jacob-panton,"Venstre, Danmarks Liberale Parti",V,-3.734570741067235,-0.8771717420016958
Jacob Vestergaard,#254264,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/968-jacob-vestergaard,"Venstre, Danmarks Liberale Parti",V,-1.4450600932293483,-1.4711331851581904
Jakob Axel Nielsen,#96b226,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/114-jakob-axel-nielsen,Det Konservative Folkeparti,C,-4.9872732254002665,-1.6487766775928823
Jakob Buchwald Busk,#127b7f,Bornholms Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/996-jakob-buchwald-busk,Nye Borgerlige,D,-4.755848488779333,2.166829055585172
Jakob Ellemann-Jensen,#254264,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/570-jakob-ellemann-jensen,"Venstre, Danmarks Liberale Parti",V,-2.9031765175435247,-0.24245283275492452
Jakob Engel-Schmidt,#b48cd2,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/591-jakob-engel-schmidt,Moderaterne,M,-0.14904180323663263,-1.6400312826005725
Jakob Kjærsgaard,#eac73e,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/461-jakob-kjaersgaard,Dansk Folkeparti,O,-1.5542842131910766,3.2209559224163082
Jakob Schmidt,#2b8738,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1063-jakob-schmidt,Alternativet,Å,2.9922694280462014,-0.4715029869919299
Jan Allan Andersen,#2b8738,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/34-jan-allan-andersen,Alternativet,Å,3.278518668431607,-0.4883163195510761
Jan Bigum Warming,#127b7f,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/994-jan-bigum-warming,Nye Borgerlige,D,-4.755848488779333,2.166829055585172
Jan Carlsen,#b48cd2,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/592-jan-carlsen,Moderaterne,M,-1.4125340022828357,-1.161981464199491
Jan E. Jørgensen,#254264,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/504-jan-e-joergensen,"Venstre, Danmarks Liberale Parti",V,-1.9972637012988927,-2.420466390380983
Jan Filbært,#e6801a,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/900-jan-filbaert,Enhedslisten – De Rød-Grønne,Ø,0.7270623684740742,0.8086910092245443
Jan Herskov,#eac73e,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/466-jan-herskov,Dansk Folkeparti,O,-1.0401319234194313,3.2818522265274805
Jan Kristoffersen,#2b8738,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/45-jan-kristoffersen,Alternativet,Å,2.994132257299537,-1.5165647268688416
Jan Køpke Christensen,#127b7f,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/176-jan-koepke-christensen,Nye Borgerlige,D,-4.646239292952513,2.907302580122114
Jan Werner Mathiasen,#733280,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/228-jan-werner-mathiasen,Radikale Venstre,B,1.2975091279130797,-2.479932824703554
Janne Toft-Lind,#e6801a,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1030-janne-toft-lind,Enhedslisten – De Rød-Grønne,Ø,4.863284246401097,1.6365808598708194
Jannie Bøgh,#eac73e,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/637-jannie-boegh,Dansk Folkeparti,O,-2.4071321877179974,3.3263547216038463
Jarl Feyling,#a82721,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/820-jarl-feyling,Socialdemokratiet,A,1.1887862782095011,1.269568891560874
Jasmin Kaur,#5abe82,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1024-jasmin-kaur,Frie Grønne,Q,5.180750069102565,-0.9969278609275399
Jeanne Rygas Bergmansen,#e07ea8,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/685-jeanne-rygas-bergmansen,SF - Socialistisk Folkeparti,F,3.3870820836821838,-1.126995631559991
Jef Seistrup,#2b8738,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/12-jef-seistrup,Alternativet,Å,3.084084301261835,0.20330712822581734
Jenny Andresen,#7896d2,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1060-jenny-andresen,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-2.848059089920338,2.6444857194389413
Jens Harder,#2b8738,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/14-jens-harder,Alternativet,Å,3.0153705694058646,-1.0494925369418657
Jens Henrik W. Thulesen Dahl,#7896d2,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/727-jens-henrik-w-thulesen-dahl,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-3.378774417225699,2.5488368182459205
Jens Joel,#a82721,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/750-jens-joel-sand,Socialdemokratiet,A,2.474690925185816,-0.07844482603211586
Jens Jonatan Steen,#a82721,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/768-jens-jonatan-steen,Socialdemokratiet,A,0.19891346820684833,3.246109313049706
Jens Kloppenborg,#254264,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/571-jens-kloppenborg,"Venstre, Danmarks Liberale Parti",V,-3.6129242186096073,-0.15744851381475444
Jens Kristian Nielsen,#8b8474,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/915-jens-kristian-nielsen,Kristendemokraterne,K,-1.0976014971380985,0.8068880928669637
Jens Lundager,#127b7f,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/673-jens-lundager,Nye Borgerlige,D,-4.962129145889926,2.516925749647868
Jens Meilvang,#3fb2be,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/322-jens-meilvang,Liberal Alliance,I,-4.050534540806726,-0.6355144468980842
Jens Skov,#e07ea8,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/686-jens-skov,SF - Socialistisk Folkeparti,F,4.9597585831509186,1.3528976449392942
Jens-Henrik Kirk,#96b226,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/113-jens-henrik-kirk,Det Konservative Folkeparti,C,-2.887324229362354,0.28537175735425246
Jeppe Bruus,#a82721,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/772-jeppe-bruus,Socialdemokratiet,A,0.07354761783064935,0.9247471543796166
Jeppe Kofod,#a82721,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/806-jeppe-kofod,Socialdemokratiet,A,1.1628213551527258,1.876331045631599
Jeppe Søe,#b48cd2,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/593-jeppe-soee,Moderaterne,M,-1.1648714158111417,-1.193420767491221
Jeppe Trolle,#733280,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/230-jeppe-trolle,Radikale Venstre,B,3.426916838145696,-1.655670694041677
Jes Halfdan,#127b7f,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/185-jes-halfdan-nielsen,Nye Borgerlige,D,-4.098372256785541,2.0990868168717896
Jes Vissing Tiedemann,#733280,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/231-jes-vissing-tiedemann,Radikale Venstre,B,2.9198565677517623,-2.6162821281647446
Jesper Callesen,#2b8738,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/52-jesper-callesen,Alternativet,Å,2.9014667798261082,0.14677759668898543
Jesper Housgaard,#8b8474,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/948-jesper-housgaard-petersen,Kristendemokraterne,K,-1.3215883594714273,-1.9052406105876043
Jesper Højmark Esbensen,#96b226,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/151-jesper-hoejmark-esbensen,Det Konservative Folkeparti,C,-3.9009058779025723,0.1534593240058754
Jesper Petersen,#a82721,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/775-jesper-petersen,Socialdemokratiet,A,1.467456680592613,1.2556783013008894
Jesper Yde Knudsen,#e6801a,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/866-jesper-yde-knudsen,Enhedslisten – De Rød-Grønne,Ø,4.99937017282379,1.194634204725935
Jette Gottlieb,#e6801a,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/280-jette-gottlieb,Enhedslisten – De Rød-Grønne,Ø,4.30269838371348,1.8955396604709276
Joachim Hoffmann-Petersen,#96b226,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/121-joachim-hoffmann-petersen,Det Konservative Folkeparti,C,-2.5762585222330885,-0.08613195147046718
Joachim Kjeldsen,#2b8738,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/13-joachim-kjeldsen,Alternativet,Å,1.8693512908942158,-0.8822836772222182
Joachim Riis-Bernickow,#3fb2be,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/837-joachim-riis-bernickow,Liberal Alliance,I,-2.905807948574287,-1.7600967319935181
Joanne Bywater,#3fb2be,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/347-joanne-bywater,Liberal Alliance,I,-3.344102996372823,-2.2750892767744344
Johan Brødsgaard,#733280,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/232-johan-broedsgaard,Radikale Venstre,B,2.289123650742827,-2.2665878448600636
Johan Kahl,#b48cd2,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/594-johan-kahl,Moderaterne,M,0.7157769572546631,-2.3335935955625215
Johanna-Maria Precht,#e6801a,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/898-johanna-maria-precht,Enhedslisten – De Rød-Grønne,Ø,4.512098926170923,0.427523393956617
John Bjerg,#127b7f,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/192-john-bjerg,Nye Borgerlige,D,-5.072474618312728,1.5732988825590448
John Haugegaard,#8b8474,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/929-john-haugegaard,Kristendemokraterne,K,-0.1885386614857796,-1.022681423343454
John Hoppe,#96b226,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/126-john-hoppe,Det Konservative Folkeparti,C,-4.363346609890245,-1.7147028629398169
John Hyrup Jensen,#e07ea8,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/687-john-hyrup-jensen,SF - Socialistisk Folkeparti,F,2.258975411704192,1.168021542188633
John Vind,#eac73e,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1056-john-vind,Dansk Folkeparti,O,-1.5466076197901142,3.623472447362803
Johnnie Vang Gregersen,#8b8474,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/928-johnnie-vang-gregersen,Kristendemokraterne,K,-1.1998706731358946,0.10824552605436961
Jon Stephensen,#b48cd2,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/595-jon-steffensen,Moderaterne,M,3.32617948282351,-1.623313696338363
Jonas Hulgaard  Ammundsen,#e07ea8,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/688-jonas-hulgaard-ammundsen,SF - Socialistisk Folkeparti,F,4.568569607415969,0.03948888008819716
Jonas Paludan,#e6801a,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/886-jonas-paludan,Enhedslisten – De Rød-Grønne,Ø,5.322101316332425,0.3569309757950805
Jonas René Jensen,#127b7f,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/173-jonas-rene-jensen,Nye Borgerlige,D,-4.154338664901213,2.4188875927905062
Jonas Røjkjær Laustsen,#8b8474,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/934-jonas-roejkjaer-laustsen,Kristendemokraterne,K,-1.5141429452490835,-1.1083516387571581
Jonas Urth Jensen,#3fb2be,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/357-jonas-urth-jensen,Liberal Alliance,I,-3.386403634345096,-0.9029494768217824
Jonathan Ries,#2b8738,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/38-jonathan-ries,Alternativet,Å,5.738211645765903,0.13802592097046892
Josefine Schlosser,#733280,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/233-josefine-schlosser,Radikale Venstre,B,1.5088836537956984,-2.4834163135796867
Josephine Alstrup,#eac73e,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/907-josephine-alstrup,Dansk Folkeparti,O,-1.9843320870504404,3.7464190407328966
Josephine Svane,#3fb2be,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/367-josephine-svane,Liberal Alliance,I,-2.7769790799247365,-2.9692177683205006
Julie Pauch Nymark,#254264,Bornholms Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/489-julie-pauch-nymark,"Venstre, Danmarks Liberale Parti",V,-2.402337966584997,-1.639313775586749
Julius Bjørn Honoré,#733280,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/234-julius-bjoern-honore,Radikale Venstre,B,1.5457019926566036,-2.5085676937207535
Jørgen Bjerregaard,#8b8474,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/944-joergen-bjerregaard,Kristendemokraterne,K,-0.22865443788973974,-1.2259260958943057
Jørgen Juhl,#3fb2be,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/340-joergen-juhl,Liberal Alliance,I,-3.3727112597880606,-2.5505368062784535
Jørgen Kjøller,#b48cd2,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/596-joergen-kjoeller,Moderaterne,M,-0.6823104119301593,-1.060555757959845
Jørgen Mørup Pedersen,#a82721,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/764-joergen-moerup-pedersen,Socialdemokratiet,A,1.1331800505370067,1.7267474717655316
Kaare Dybvad,#a82721,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/783-kaare-dybvad,Socialdemokratiet,A,0.6230108114833598,1.9254044315786958
Karen Budtz,#e6801a,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/868-karen-budtz,Enhedslisten – De Rød-Grønne,Ø,5.520146484575897,0.8358215297623013
Karen Ellemann,#254264,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/513-karen-ellemann,"Venstre, Danmarks Liberale Parti",V,-2.710582174658221,-0.33460585033444606
Karen-Margrethe Lysholm,#8b8474,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1047-karen-margrethe-lysholm,Kristendemokraterne,K,-1.1512827356982513,-1.0241184767129523
Karin B Nissen,#e07ea8,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/690-karin-nissen,SF - Socialistisk Folkeparti,F,4.351054088558016,0.13159016678868854
Karin Gaardsted,#a82721,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/833-karin-gaardsted,Socialdemokratiet,A,1.6601927059443617,0.21147742101520778
Karin Liltorp,#b48cd2,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/974-karin-liltorp,Moderaterne,M,0.2821283328807323,-1.7366295278306199
Karina Adsbøl,#7896d2,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/724-karina-adsboel,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-2.199794040741905,2.7695630323141387
Karina Dammand,#5abe82,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/662-karina-dammand,Frie Grønne,Q,4.960193197121056,0.13429940371152715
Karina Kirk,#127b7f,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/189-karina-kirk,Nye Borgerlige,D,-3.834679326095025,2.0729860857810314
Karina Lorentzen Dehnhardt,#e07ea8,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/410-karina-lorentzen-dehnhardt,SF - Socialistisk Folkeparti,F,4.849473956731766,1.1284165071994952
Karlo Brondbjerg,#8b8474,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/920-karlo-brondbjerg,Kristendemokraterne,K,0.7844021639518458,-1.0156259299556143
Karsten Byrgesen,#127b7f,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/842-karsten-byrgesen,Nye Borgerlige,D,-3.7625384594963633,2.111276550644264
Karsten Filsø,#e07ea8,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/423-karsten-filsoe,SF - Socialistisk Folkeparti,F,4.880367122551181,0.7137424424285559
Karsten Hønge,#e07ea8,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/403-karsten-hoenge,SF - Socialistisk Folkeparti,F,4.989084535914207,0.7650497257853841
Karsten Jul Brædder,#127b7f,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/843-karsten-jul-braedder,Nye Borgerlige,D,-4.607602603360685,2.128433603942326
Karsten Skov Petersen,#96b226,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/152-karsten-skov-petersen,Det Konservative Folkeparti,C,-4.916949154682497,-0.35491797371143147
Kashif Ahmad,#733280,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/235-kashif-ahmad,Radikale Venstre,B,2.665261687396388,-1.8284641034136657
Kasper B. Mundt,#254264,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/549-kasper-b-mundt,"Venstre, Danmarks Liberale Parti",V,-1.8764299639495094,1.3275918665024176
Kasper Krebs,#2b8738,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/30-kasper-krebs,Alternativet,Å,1.3517995050762763,-0.2594997295596155
Kasper Roug,#a82721,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/793-kasper-roug,Socialdemokratiet,A,1.7977206237123107,0.730893978427741
Kasper Sand Kjær,#a82721,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/754-kasper-sand-kjaer,Socialdemokratiet,A,1.231995979301052,1.0335314078408135
Kasper Søstrøm Müller,#b48cd2,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/597-kasper-soestroem-muller,Moderaterne,M,0.5214523216601473,-2.9216757992667275
Katarina Ammitzbøll,#96b226,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/70-katarina-ammitzboell,Det Konservative Folkeparti,C,-2.9895139668424133,-1.2758351286711944
Kathrine Olldag,#733280,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/236-kathrine-olldag,Radikale Venstre,B,1.1464499774614465,-2.1345544340563527
Katrine Daugaard,#3fb2be,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/330-katrine-daugaard,Liberal Alliance,I,-4.151857892060618,-1.3923513555085085
Katrine Robsøe,#733280,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/237-katrine-robsoee,Radikale Venstre,B,2.6945325296344556,-2.4360514307477206
Katrine Wulff,#e07ea8,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/691-katrine-wulff,SF - Socialistisk Folkeparti,F,5.210696843828289,0.49675805860464506
Keld Marstrand Wang,#733280,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/710-keld-marstrand-wang,Radikale Venstre,B,-0.5625998028071011,-1.5318228395262514
Ken Kristensen,#254264,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/537-ken-kristensen,"Venstre, Danmarks Liberale Parti",V,-2.0126776096733097,1.401417584309712
Kennet Kolby,#3fb2be,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/316-kennet-kolby,Liberal Alliance,I,-3.3972314608749024,-3.066599506293589
Kenneth Bjerg,#b48cd2,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/971-kenneth-bjerg,Moderaterne,M,1.46007501854676,-1.6624462663311272
Kenneth Fredslund Petersen,#7896d2,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/453-kenneth-fredslund-petersen,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-0.15951125113531406,0.4767245897447905
Kenneth Kirkeby,#3fb2be,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/310-kenneth-kirkeby,Liberal Alliance,I,-3.1820791935264485,-2.6300108758169793
Kenneth Kristensen Berth,#eac73e,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/478-kenneth-kristensen-berth,Dansk Folkeparti,O,-3.2743828351024775,2.9165052823195765
Kenneth Mikkelsen,#254264,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/559-kenneth-mikkelsen,"Venstre, Danmarks Liberale Parti",V,-2.5633253641249882,-0.6405451528168863
Kenneth Skatka Hammer,#3fb2be,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/354-kenneth-skatka-hammer,Liberal Alliance,I,-1.8651016898861548,-0.8385991330009664
Kenneth Werby Jensen,#e07ea8,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/692-kenneth-werby-jensen,SF - Socialistisk Folkeparti,F,4.678906587360478,1.3231143641795258
Kim Aas,#a82721,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/763-kim-aas,Socialdemokratiet,A,2.3778355392024597,0.7330597017505189
Kim Alexander Jensen,#3fb2be,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/309-kim-alexander-jensen,Liberal Alliance,I,-3.66255496127242,-2.0094359121060936
Kim Andkjær Doberck,#127b7f,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/178-kim-andkjaer-doberck,Nye Borgerlige,D,-4.992968762205012,2.6641610112557603
Kim Bjørnstrup,#3fb2be,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/361-kim-bjoernstrup,Liberal Alliance,I,-3.5307617016239714,-1.2087506214816144
Kim Christiansen,#eac73e,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/444-kim-christiansen,Dansk Folkeparti,O,-5.01510660931287,1.8448455582198882
Kim Edberg,#127b7f,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/194-kim-edberg,Nye Borgerlige,D,-4.270956938877187,2.205311696009749
Kim Errebo,#eac73e,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/471-kim-errebo,Dansk Folkeparti,O,-0.02632831081387892,4.187295489616287
Kim Eskesen,#a82721,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/762-kim-eskesen,Socialdemokratiet,A,2.097618074659816,0.7108520495057796
Kim Lei-Jensen,#733280,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/238-kim-lei-jensen,Radikale Venstre,B,3.4000213148917906,-1.761494783374207
Kim Malmberg Hansen,#eac73e,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/477-kim-malmberg-hansen,Dansk Folkeparti,O,-0.9215704758830924,3.465567625161051
Kim Mejnert Frydensberg,#b48cd2,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/598-kim-mejnert-frydensberg,Moderaterne,M,-0.20445572788684252,-2.4784704007538036
Kim Rasmussen,#b48cd2,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/599-kim-rasmussen,Moderaterne,M,-1.618021303642789,-2.446405169679389
Kim Valentin,#254264,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/514-kim-valentin,"Venstre, Danmarks Liberale Parti",V,-0.9940842172242816,-0.8404508808836822
Kira Danholm,#3fb2be,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/366-kira-danholm,Liberal Alliance,I,-3.6944266814099262,-1.8053512331714767
Kirsten Hassing Nielsen,#96b226,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/146-kirsten-hassing-nielsen,Det Konservative Folkeparti,C,-3.0912548427273028,-1.5912101230766726
Kirsten Hindbo,#2b8738,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/20-kirsten-hindbo,Alternativet,Å,3.948830046722216,-2.6475718797504553
Kirsten Kock,#2b8738,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/33-kirsten-kock,Alternativet,Å,3.448904419535964,-1.0212607823115267
Kirsten Normann Andersen,#e07ea8,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/416-kirsten-normann-andersen,SF - Socialistisk Folkeparti,F,4.715626263961271,0.9458644597811479
Klaus Bondam,#733280,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/239-klaus-bondam,Radikale Venstre,B,1.712101350410306,-2.577714702842767
Klaus Mygind,#e07ea8,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1029-klaus-mygind,SF - Socialistisk Folkeparti,F,4.280902381792297,1.4801229730430565
Klaus Nyengaard,#96b226,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/101-klaus-nyengaard,Det Konservative Folkeparti,C,-3.9402709760983203,-1.8382076262768159
Klaus Sandfeld,#254264,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/550-klaus-sandfeld,"Venstre, Danmarks Liberale Parti",V,-2.705928996393204,0.32932363687578015
Knud Nielsen,#127b7f,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/182-knud-nielsen,Nye Borgerlige,D,-3.4329702035845933,2.8536167610714704
Kris Jensen Skriver,#a82721,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/829-kris-jensen-skriver,Socialdemokratiet,A,0.9749921034358159,0.793821893202289
Kristian Bøgsted,#7896d2,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/713-kristian-boegsted,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-2.7786099028326645,2.905621954204411
Kristian Damsgaard,#96b226,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/99-kristian-damsgaard,Det Konservative Folkeparti,C,-0.9939629309083299,-0.20303674181623166
Kristian Guldfeldt,#96b226,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/120-kristian-guldfeldt,Det Konservative Folkeparti,C,-3.290336163366809,-0.2687871821488626
Kristian Klarskov,#b48cd2,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/600-kristian-klarskov,Moderaterne,M,-1.70073998783307,-1.3082561570249271
Kristian Stokholm,#733280,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/240-kristian-stokholm,Radikale Venstre,B,1.6576714043131726,-1.7427266613564534
Kristian Søndergaard Larsen,#8b8474,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/917-kristian-soendergaard-larsen,Kristendemokraterne,K,0.2859189942290281,-0.7606103655595139
Kristjar Skajaa,#e6801a,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1016-kristjar-skajaa,Enhedslisten – De Rød-Grønne,Ø,5.50260755249093,0.755479335614543
