name,color,region,link,party,marker,factor_1,factor_2
Abbas Razvi,#733280,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/201-abbas-razvi,Radikale Venstre,B,1.7100623965676274,-1.3882489150848125
Ahmet Üzümcü,#5abe82,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/985-ahmet-uzumcu,Frie Grønne,Q,4.744493259076936,-0.20571331785389912
Aksel Rosager Johansen,#e6801a,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/878-aksel-rosager-johansen,Enhedslisten – De Rød-Grønne,Ø,5.199732529854158,1.8280007541486996
Alberte Rasmussen,#127b7f,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/170-alberte-rasmussen,Nye Borgerlige,D,-5.139978259375827,2.1565785646664883
Alex Ahrendtsen,#eac73e,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/628-alex-ahrendtsen,Dansk Folkeparti,O,-2.835724875518528,3.1547901122433326
Alex Vanopslagh,#3fb2be,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/321-alex-vanopslagh,Liberal Alliance,I,-3.9088174976642334,-2.004792125989746
Alexander Bruhn Skjøth,#e07ea8,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/676-alexander-bruhn-skjoeth,SF - Socialistisk Folkeparti,F,3.5458036159092323,-0.14169011257575065
Alexander Mikkelsen,#96b226,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/116-alexander-mikkelsen,Det Konservative Folkeparti,C,-3.672354035539334,-1.9766518881006898
Alexander Ryle,#3fb2be,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/344-alexander-ryle,Liberal Alliance,I,-2.469807335506714,-3.1259382936740674
Alexandra Sasha,#254264,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/988-alexandra-sasha,"Venstre, Danmarks Liberale Parti",V,-0.9953346971887436,-0.8529279914089531
Ali Khatib,#5abe82,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1022-ali-khatib,Frie Grønne,Q,3.4336537355335692,0.9393724006514764
Allan Berg,#127b7f,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/184-allan-berg,Nye Borgerlige,D,-4.607602603360687,2.1284336039423257
Allan Bilgaard Beier,#96b226,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/55-allan-bilgaard-beier,Det Konservative Folkeparti,C,-4.044574754604107,-0.5851766937349517
Allon Hein Sørensen,#2b8738,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1051-allon-hein-soerensen,Alternativet,Å,3.1296344674576737,-0.5530598681990179
Ammar Ali,#b48cd2,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/579-ammar-ali,Moderaterne,M,1.0166885386541775,-2.0275919594434857
Anastasia Valentin Rasmussen,#b48cd2,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/580-anastasia-valentin-rasmussen,Moderaterne,M,-0.37591234722682304,-1.4207869097445276
Anders Andreasen,#a82721,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/778-anders-andreasen,Socialdemokratiet,A,2.6256134189612004,1.1185109461170815
Anders Bo Larsen,#254264,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1067-anders-bo-larsen,"Venstre, Danmarks Liberale Parti",V,-2.202567136821101,-0.8226146792405193
Anders Fausbøll,#254264,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/499-anders-fausboell,"Venstre, Danmarks Liberale Parti",V,-1.7606729087739548,-1.2572674502708994
Anders Højsted,#733280,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/202-anders-hoejsted,Radikale Venstre,B,2.2777297975699877,-2.757509469865502
Anders Johansson,#96b226,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/124-anders-johansson,Det Konservative Folkeparti,C,-3.8674702956314992,0.9197087563621514
Anders Kirkeby,#3fb2be,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/331-anders-kirkeby,Liberal Alliance,I,-3.078611865375474,-1.9541665860954427
Anders Krojgaard Lund,#96b226,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/104-anders-krojgaard-lund,Det Konservative Folkeparti,C,-4.785717331374946,-1.6499118638860086
Anders Kronborg,#a82721,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/761-anders-kronborg,Socialdemokratiet,A,0.09043849292248875,1.0444884319009595
Anders Krøyer,#96b226,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/59-anders-kroeyer,Det Konservative Folkeparti,C,-3.9717426966128015,-1.2603555308704815
Anders Ladegaard Bork,#eac73e,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/629-anders-ladegaard-bork,Dansk Folkeparti,O,-3.3784414830652354,2.5144530088179375
Anders Marchsteiner,#e6801a,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/887-anders-marchsteiner,Enhedslisten – De Rød-Grønne,Ø,4.954928386670063,0.1352399852605838
Anders Pedersen,#e6801a,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/867-anders-pedersen,Enhedslisten – De Rød-Grønne,Ø,5.212187153411818,0.7196128971316027
Anders Vistisen,#eac73e,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/630-anders-vistisen,Dansk Folkeparti,O,-2.7020552828268536,3.677721932343301
Andreas Berendt Bæk,#e07ea8,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/678-andreas-berendt-baek,SF - Socialistisk Folkeparti,F,4.924139316267531,-0.0818203283499134
Andreas Grosbøll,#e07ea8,Bornholms Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/677-andreas-grosboell,SF - Socialistisk Folkeparti,F,4.578731213379962,0.3677169727965871
Andreas Karlsen,#96b226,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/90-andreas-karlsen,Det Konservative Folkeparti,C,-4.824096352141579,0.528099117821069
Andreas Steenberg,#733280,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/203-andreas-steenberg,Radikale Venstre,B,1.1206690348993253,-2.093839157627503
Ane Halsboe-Jørgensen,#a82721,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/757-ane-halsboe-joergensen,Socialdemokratiet,A,1.278163802172124,1.7909272746711284
Ane Line Søndergaard,#2b8738,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1038-ane-line-soendergaard,Alternativet,Å,2.5415405149320107,-1.1171553750123266
Anna Astrid Hansen Calero,#2b8738,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/25-anna-astrid-hansen-calero,Alternativet,Å,4.630709609634813,-0.6301742723334647
Anna Brændemose,#e07ea8,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/413-anna-braendemose,SF - Socialistisk Folkeparti,F,5.347979472347628,0.20797407169608126
Anna Thusgård,#a82721,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/749-anna-thusgaard,Socialdemokratiet,A,2.907081074616414,0.20094491552210314
Anne Fiber,#96b226,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/122-anne-fiber,Det Konservative Folkeparti,C,-1.2298332880746112,-0.9068460635221091
Anne Hegelund,#e6801a,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/284-anne-hegelund,Enhedslisten – De Rød-Grønne,Ø,1.1140086903365813,0.7541906482770627
Anne Honoré Østergaard,#254264,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/519-anne-honore-oestergaard,"Venstre, Danmarks Liberale Parti",V,-2.894968224027321,0.19258211126868888
Anne Marie Geisler Andersen,#733280,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/204-anne-marie-geisler-andersen,Radikale Venstre,B,1.47121949564182,-1.7698908019932218
Anne Paulin,#a82721,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/814-anne-paulin,Socialdemokratiet,A,1.8398018466571529,0.4993271307311293
Anne Rasmussen,#254264,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/500-anne-rasmussen,"Venstre, Danmarks Liberale Parti",V,-1.8043494940118265,-0.8449202927634055
Anne Sophie Callesen,#733280,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/205-anne-sophie-callesen,Radikale Venstre,B,2.2859766230811465,-2.6427530876040826
Anne Valentina Berthelsen,#e07ea8,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/391-anne-valentina-berthelsen,SF - Socialistisk Folkeparti,F,4.511636471320833,0.8777596922881717
Annette Juhler Kjær,#96b226,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/87-annette-juhler-kjaer,Det Konservative Folkeparti,C,-3.240458587431071,-1.9225529198475948
Annette Lind,#a82721,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/784-annette-lind,Socialdemokratiet,A,0.358316158961055,2.6138351301123794
Anni Matthiesen,#254264,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/544-anni-matthiesen,"Venstre, Danmarks Liberale Parti",V,-2.9754630095293186,-0.05873528995954204
Annie Hagel,#e6801a,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/860-annie-hagel,Enhedslisten – De Rød-Grønne,Ø,5.748628733543621,1.009838313688664
Annika Martins,#2b8738,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/42-annika-martins,Alternativet,Å,3.539377462346027,-0.9604621595879388
Aqeel Akhtar,#5abe82,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/986-aqeel-akhtar,Frie Grønne,Q,3.0418816463687817,-0.8649045807677334
Araz Khan,#254264,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/491-araz-khan,"Venstre, Danmarks Liberale Parti",V,-3.365573477209578,0.1923431471789453
Asham Nadeem,#5abe82,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/659-asham-nadeem,Frie Grønne,Q,5.058504462833569,-0.24674320533295824
Astrid Carøe,#e07ea8,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/393-astrid-caroee-rasmussen,SF - Socialistisk Folkeparti,F,5.161929709103559,0.7860263774297225
Astrid Krag,#a82721,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/790-astrid-krag,Socialdemokratiet,A,0.09855631848339476,1.9017278058520075
Astrid Søborg,#254264,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/510-astrid-soeborg,"Venstre, Danmarks Liberale Parti",V,-3.118546833191541,-1.1710222577620661
Astrid Vang Hansen,#e6801a,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/289-astrid-vang-hansen,Enhedslisten – De Rød-Grønne,Ø,5.336567270733212,1.4756525813857195
Balder Mørk Andersen,#e07ea8,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/369-balder-moerk-andersen,SF - Socialistisk Folkeparti,F,4.483243933346226,-0.3664836578369432
Barbara Krarup Hansen,#a82721,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/826-barbara-krarup-hansen,Socialdemokratiet,A,0.20862293294039355,0.092350891508169
Benjamin Jørgensen,#e07ea8,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/428-benjamin-joergensen,SF - Socialistisk Folkeparti,F,4.931291397044616,0.634835403263864
Benjamin Lindberg,#b48cd2,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/581-benjamin-lindberg,Moderaterne,M,-0.2150019383878241,-2.014726871477177
Benjamin Strand Andersen,#2b8738,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/5-benjamin-strand-andersen,Alternativet,Å,2.994132257299537,-1.5165647268688416
Benny Dall,#e6801a,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/904-benny-dall,Enhedslisten – De Rød-Grønne,Ø,4.739119277405843,1.708316326085962
Benny Engelbrecht,#a82721,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/818-benny-engelbrecht,Socialdemokratiet,A,-2.1934777669064878,1.5376751477514972
Bent Juul Sørensen,#7896d2,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/726-bent-juul-soerensen,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-2.5673681528778878,1.1206391117532546
Bente Refslund,#e07ea8,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/422-bente-refslund,SF - Socialistisk Folkeparti,F,5.0095307090801455,0.36648982083873616
Berit Naomi Skjernaa,#2b8738,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1000-berit-naomi-skjernaa,Alternativet,Å,4.163900616566504,-0.3607055519851768
Berit Raldin,#e6801a,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/881-berit-raldin,Enhedslisten – De Rød-Grønne,Ø,4.156101208731215,1.591189636663203
Betina Kastbjerg,#7896d2,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/716-betina-kastbjerg,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-3.3911572893131554,2.592954261644323
Birgit Jakobsen,#8b8474,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/908-birgit-jakobsen,Kristendemokraterne,K,-0.45106595849594966,-0.6468735759050818
Birgitte Bergman,#96b226,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/68-birgitte-bergman,Det Konservative Folkeparti,C,-4.236166990857584,-0.5299854695258025
Birgitte Kehler Holst,#2b8738,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/40-birgitte-kehler-holst,Alternativet,Å,4.173012760765298,-0.8634992577097532
Birgitte Klippert,#96b226,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/141-birgitte-klippert,Det Konservative Folkeparti,C,-4.502497737669344,-1.274542780279946
Birgitte Vind,#a82721,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/830-birgitte-vind,Socialdemokratiet,A,1.3412011413773062,1.3299144214457337
Birthe Tindbæk Bredo,#254264,Bornholms Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/488-birthe-tindbaek-bredo,"Venstre, Danmarks Liberale Parti",V,-2.739498961614546,0.21993928811435537
Bitten Kvist Jakobsen,#96b226,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/135-bitten-kvist-jakobsen,Det Konservative Folkeparti,C,-1.1082454863882958,-0.04418613878007876
Bjarne Axelsen,#733280,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/207-bjarne-axelsen,Radikale Venstre,B,1.7415408161060957,-0.8028443129071176
Bjarne Hartung Kirkegaard,#8b8474,Bornholms Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/912-bjarne-hartung-kirkegaard,Kristendemokraterne,K,-0.47980989674984,-0.1939748849870361
Bjarne Lastein,#733280,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/208-bjarne-lastein,Radikale Venstre,B,0.6781688591153847,-2.6276640894225585
Bjarne Laustsen,#a82721,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/769-bjarne-laustsen,Socialdemokratiet,A,0.8248226068524034,1.6353904407304283
Bjørn Bøje Brandenborg,#a82721,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/822-bjoern-boeje-brandenborg,Socialdemokratiet,A,-1.9241293661235732,2.8034027382375544
Bjørn Laursen,#a82721,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/791-bjoern-laursen,Socialdemokratiet,A,0.37737655430638256,2.3036737620448715
Bo Kleis Christensen,#127b7f,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/179-bo-kleis-christensen,Nye Borgerlige,D,-4.525926324815793,2.547139071848424
Bo Ritterbusch,#3fb2be,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/353-bo-ritterbusch,Liberal Alliance,I,-2.9786702206078934,-1.2526378081538951
Bo Sandberg,#254264,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1008-bo-sandberg,"Venstre, Danmarks Liberale Parti",V,-2.5191641727379435,-1.755018291355553
Bo Sandroos,#254264,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/502-bo-sandroos,"Venstre, Danmarks Liberale Parti",V,-3.2859479009195285,-1.7008790124972348
Bolette Von Westphal,#8b8474,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/939-bolette-von-westphal,Kristendemokraterne,K,1.8450577914972592,-0.6757948070269479
Brian Bressendorff,#a82721,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/834-brian-bressendorff,Socialdemokratiet,A,1.9116897702041025,1.0650766354956844
Brian Bruun,#eac73e,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/473-brian-bruun,Dansk Folkeparti,O,-0.7872891419271173,2.119934638461456
Brian Køster,#733280,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/209-brian-koester,Radikale Venstre,B,1.4230639558697111,-1.9527055512653635
Brian Lyck Jørgensen,#eac73e,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1032-brian-lyck-joergensen,Dansk Folkeparti,O,-1.936706617753955,3.600461065357893
Brian Nielsen,#127b7f,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/955-brian-nielsen,Nye Borgerlige,D,-4.755848488779333,2.166829055585172
Brigitte Klintskov Jerkel,#96b226,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/88-brigitte-klintskov-jerkel,Det Konservative Folkeparti,C,-4.829997380595426,-0.41117102165321306
Britt Bager,#96b226,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/93-britt-bager,Det Konservative Folkeparti,C,-3.5513189166159447,-0.49250684936312084
Britta Glønborg Kristensen,#8b8474,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/911-britta-gloenborg-kristensen,Kristendemokraterne,K,1.3338517390829443,-0.8103498721552255
Bruno Jerup,#e6801a,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/885-bruno-jerup,Enhedslisten – De Rød-Grønne,Ø,5.509837556843274,1.8990357602731907
Børge Rostgaard Winkel,#8b8474,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/941-boerge-rostgaard-winkel,Kristendemokraterne,K,0.21393222595977426,-2.2780486238106143
Camilla Dalum Jensen,#e6801a,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/894-camilla-dalum-jensen,Enhedslisten – De Rød-Grønne,Ø,4.9888002378227,1.1044710930378692
Camilla Fabricius,#a82721,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/752-camilla-fabricius,Socialdemokratiet,A,2.896348640584524,0.6759729029335164
Camillo Krog,#96b226,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/81-camillo-krog,Det Konservative Folkeparti,C,-0.618782296680893,-1.3353596700396955
Carina Bloch Simonsen,#b48cd2,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/582-carina-bloch-simonsen,Moderaterne,M,0.6270161863253293,-0.7436118608400638
Carl Andersen,#3fb2be,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/304-carl-andersen,Liberal Alliance,I,-4.605278518701204,-1.94544143070995
Carl Valentin,#e07ea8,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/370-carl-valentin-lehrmann,SF - Socialistisk Folkeparti,F,5.355896674035552,-0.15555221516986947
Carolina Magdalene Maier,#733280,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/210-carolina-magdalene-maier,Radikale Venstre,B,3.3574293351679563,-2.012635612006429
Carsten Andersen,#3fb2be,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/308-carsten-andersen,Liberal Alliance,I,-4.023471372900431,-1.5382906908266836
Carsten Bach,#3fb2be,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/311-carsten-bach,Liberal Alliance,I,-3.485301799566375,-2.293046958592921
Carsten Damgaard,#b48cd2,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/583-carsten-damgaard,Moderaterne,M,-0.5927158423519958,-1.52111848737976
Carsten Kissmeyer,#254264,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/557-carsten-kissmeyer,"Venstre, Danmarks Liberale Parti",V,-2.653781580300001,0.20474761689210205
Carsten Sohl,#2b8738,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/4-carsten-sohl,Alternativet,Å,4.031771560434667,0.24071738426214181
Carsten Ullmann Andersen,#eac73e,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/441-carsten-ullmann-andersen,Dansk Folkeparti,O,-3.197324661528621,2.420181643050511
Carsten Winther,#127b7f,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/160-carsten-winther,Nye Borgerlige,D,-4.580307683633373,1.2988786861257005
Casper Nørgaard Maglekær,#96b226,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/144-casper-noergaard-maglekaer,Det Konservative Folkeparti,C,-4.741857073435349,-0.6145807574901226
Casper Pedersen,#254264,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/511-casper-pedersen,"Venstre, Danmarks Liberale Parti",V,-2.7294317124319893,-1.886264759777581
Casper Øhlers,#96b226,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/63-casper-oehlers,Det Konservative Folkeparti,C,-3.196486831734196,-2.0182723529591597
Cecilie Holdt,#e07ea8,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/967-cecilie-holdt,SF - Socialistisk Folkeparti,F,4.798356192005276,-0.002725861605786273
Cecillie Winther Kristensen,#eac73e,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/631-cecillie-winther-kristensen,Dansk Folkeparti,O,-0.9792656122207086,1.2973037084961825
Charlotte Bagge Hansen,#b48cd2,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/584-charlotte-bagge-hansen,Moderaterne,M,-1.5246832552170526,-1.0831425561948747
Charlotte Bisserup Bechfeldt,#254264,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/532-charlotte-bisserup-bechfeldt,"Venstre, Danmarks Liberale Parti",V,-3.42727703778862,-0.1513768009450227
Charlotte Broman Mølbæk,#e07ea8,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/415-charlotte-broman-moelbaek,SF - Socialistisk Folkeparti,F,5.235205835938377,0.739257854422188
Charlotte Burgess,#733280,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/211-charlotte-burgess,Radikale Venstre,B,0.5979077691966577,-2.810918162845793
Charlotte Green,#96b226,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/102-charlotte-green,Det Konservative Folkeparti,C,-3.002545156247713,-0.8600494377429428
Charlotte Lindberg,#e6801a,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/872-charlotte-kold,Enhedslisten – De Rød-Grønne,Ø,5.207907664671076,0.19372316818677177
Charlotte Munch,#7896d2,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/734-charlotte-munch,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-3.5028314831359486,2.1869312996846646
Charlotte Nellemann,#3fb2be,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/343-charlotte-nellemann,Liberal Alliance,I,-3.6578101678480874,-1.8558441438990128
Charlotte Vindeløv,#e07ea8,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/414-charlotte-vindeloev,SF - Socialistisk Folkeparti,F,4.819249456502913,1.1642869784421042
Cheanne Nielsen,#eac73e,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/460-cheanne-nielsen,Dansk Folkeparti,O,-2.0953742867021634,4.142305990731832
Chresten Heesgård Ibsen,#000000,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/675-chresten-heesgaard-ibsen,Uden for partierne,X,0.8911796204473873,-0.9288726796308755
Chris Borup Preuss,#254264,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/545-chris-borup-preuss,"Venstre, Danmarks Liberale Parti",V,-2.1925281993892307,0.148256334983973
Christian Friis Bach,#733280,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/212-christian-friis-bach,Radikale Venstre,B,2.1106643815213473,-2.304796990135362
Christian Holm Donatzky,#733280,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/213-christian-holm-donatzky,Radikale Venstre,B,2.224817964479704,-3.07404567714713
Christian Ivan Jacobsen,#e6801a,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/873-christian-ivan-jacobsen,Enhedslisten – De Rød-Grønne,Ø,5.178277977989336,1.5189110686522977
Christian Langballe,#eac73e,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/443-christian-langballe,Dansk Folkeparti,O,-4.298094070813732,1.3630718631458485
Christian Lorenzen,#96b226,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/149-christian-lorenzen,Det Konservative Folkeparti,C,-2.406753516256604,-0.37029558952612757
Christian Mutwa Christensen,#e07ea8,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/679-christian-mutwa-christensen,SF - Socialistisk Folkeparti,F,4.69844988705483,0.6565943465629026
Christian Rabjerg Madsen,#a82721,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/792-christian-rabjerg-madsen,Socialdemokratiet,A,0.11173379817727051,1.7789547012399323
Christian Riegels Hjorth,#3fb2be,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/350-christian-riegels-hjorth,Liberal Alliance,I,-3.5229920810695816,-2.7988124928900224
Christian Sødergren,#eac73e,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1034-christian-soedergren,Dansk Folkeparti,O,-1.576973498863563,3.6264679146607204
Christian Tastrup,#e6801a,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/888-christian-tastrup,Enhedslisten – De Rød-Grønne,Ø,5.236307126663874,1.9476650050617743
Christian Wibholm,#7896d2,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/957-christian-wibholm,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-3.04744338342778,2.2484661622268343
Christina Olumeko,#2b8738,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/44-christina-olumeko,Alternativet,Å,3.2494545590444077,-1.542557089272306
Christina Rittig Falkberg,#733280,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/214-christina-rittig-falkberg,Radikale Venstre,B,1.7880593776151115,-1.0533904641148113
Christina Thorholm,#733280,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/215-christina-thorholm,Radikale Venstre,B,2.2321595781837256,-1.5215891245845397
